User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
3747,87.13591831,97.7082761,3437.285884,5.945492567,Highly_Active,
1975,79.76807352,100,671.8148538,8.945554952,Highly Active,2
2806,118.2949332,95.62932748,253.7432971,5.839286486,Active,8
1189,93.72881219,99.41376032,3740.523047,5.379780645,Seddentary,3
4005,86.03063332,95.91431916,3749.511415,6.403469798,Seddentary,3
3734,85.48782568,93.72753354,8589.656028,7.637403648,Highly Active,7
4005,76.30138329,98.37515943,5985.902807,6.939395979,Sedentary,8
1562,82.56980161,95.5513723,10291.38901,9.337518119,Actve,1
2899,77.96393073,95.00984608,2676.536813,6.757256407,Seddentary,6
4638,90.76257818,94.86025082,6851.846184,6.235210738,Seddentary,4
2267,70.81290843,97.22179634,15182.67168,8.763732504,Highly Active,4
3879,70.0113134,99.86637886,502.6306437,7.392793782,Highly_Active,10
2528,92.6710236,95.07724753,8627.838332,5.879630133,Highly_Active,2
4202,68.10013872,100,8808.584354,6.857913529,nan,4
4556,60.82606954,96.92388342,11060.18313,6.827247744,Seddentary,1
4890,63.77805795,95.87135567,2193.84588,6.191851668,Highly_Active,6
1646,86.22925548,100,3771.226372,6.773624051,Actve,5
3068,115.0782881,99.92804064,1918.372142,ERROR,Highly_Active,4
3888,61.68463511,99.62675299,2583.073911,5.965979098,Seddentary,8
3214,84.67722962,98.46340229,24206.26161,7.146885699,Seddentary,1
2297,77.3066427,95.85509586,4129.763766,5.707628633,Active,2
3435,91.92283492,100,13212.61131,5.162689297,Actve,1
1600,84.54568993,98.05750152,11089.11575,6.439034705,Actve,8
3363,92.85283684,98.27067918,4115.53471,5.790921105,Active,1
3061,79.38203546,98.78567386,33956.71709,4.516866155,Active,7
4060,62.4783902,99.98256601,12862.30151,4.554312522,Sedentary,6
3041,64.79977848,94.74385747,4613.859266,ERROR,Highly_Active,10
3824,78.17970894,97.91523601,2594.460563,6.635850438,Highly Active,10
4417,82.00624112,97.09234007,547.9601824,6.971046409,Highly_Active,5
3612,69.23683246,100,4375.802149,6.052030515,Actve,2
3945,,100,3124.118038,4.229887888,Actve,1
2363,89.11832898,98.58593454,8698.434753,5.188802887,Active,2
3139,43.74140206,95.3732375,139.1219301,6.017092237,Seddentary,3
2390,73.15646556,96.81891253,12463.563,7.154135026,Sedentary,5
4003,59.55423802,92.94840735,3772.513174,3.877074077,Highly_Active,2
2478,103.5942392,100,4440.616862,3.033190144,Actve,7
4499,41.70989513,96.85734695,1413.015778,ERROR,Highly_Active,4
3556,81.28112872,100,19406.11674,7.396820495,Active,2
1775,76.84986596,96.88066821,3556.988593,5.185877161,Highly_Active,1
1034,87.20860676,97.60522246,12948.30689,6.147988867,Sedentary,5
3253,79.84141585,97.24506118,1897.64213,5.868158558,Actve,4
4152,106.0398703,94.80752628,711.5706419,6.934494781,Seddentary,10
2955,88.768957,94.74363715,7069.614655,5.738883539,Highly Active,7
2585,47.42860421,100,29130.79378,4.77709952,Highly Active,2
4943,96.06324243,96.47894032,7287.851973,7.233968842,Highly_Active,1
4459,78.04729996,99.49580561,6568.200017,9.221594405,Seddentary,9
4073,96.08870081,100,4086.669127,7.294682105,Highly_Active,2
2021,70.24380998,97.17113365,2336.583406,ERROR,Highly Active,7
4461,59.06505478,98.92118099,3945.072902,6.178609406,Actve,9
3613,56.22934455,98.57779006,1129.04791,5.316882942,Highly Active,8
2129,90.92094065,98.66834393,2125.795897,5.888655484,nan,4
4843,86.95767523,98.97829843,4677.617159,7.088511897,Highly_Active,8
4893,66.12078656,95.60040644,1094.90309,8.280848394,Highly_Active,2
2500,40,95.10799129,10975.78202,8.347840357,Active,4
1702,91.49512214,97.93118024,81.40070248,6.755557054,Actve,6
3449,44.4371386,100,2716.059515,6.780194961,Actve,6
,107.6086673,99.83937258,5089.120901,6.578324868,Seddentary,10
2579,53.3187863,95.16805157,18510.3836,7.356516894,Highly Active,2
1161,75.21115232,99.1508077,5964.216057,6.572139759,Sedentary,2
1201,78.45025107,98.5050674,2445.948968,6.596702992,Actve,6
2981,,98.2765583,3039.112276,5.209658022,nan,6
1995,79.86425437,98.24457119,2899.693561,5.173968983,Actve,9
3317,76.95659338,98.61610958,1392.310522,5.463284333,Sedentary,5
4934,68.48889181,97.93977886,1095.337877,6.859884217,Actve,9
1815,71.64829086,96.80491907,4586.044329,6.040399919,Seddentary,9
4342,65.22271927,97.55307153,2205.478796,10.37356726,Highly_Active,4
1455,76.73815114,94.30245048,674.365039,7.081894959,Highly Active,10
4533,48.6917189,99.04517538,1707.698837,8.856211395,Seddentary,8
4798,79.73192298,98.99650466,5148.380815,8.727118503,Highly Active,10
2275,73.519921,100,2078.408788,7.137004744,Seddentary,9
2016,87.62148625,99.22451077,1900.293061,6.438741899,Seddentary,9
4773,70.44503588,97.61730184,6785.191985,5.151511517,Highly Active,3
3343,84.03342652,98.97343165,8185.114413,5.597203453,Active,1
4796,83.28037855,97.3630655,1932.542627,7.76055306,Actve,6
3767,72.91402277,96.65776603,4472.486343,6.904472998,Actve,6
4820,80.29323472,93.21914653,10124.29501,5.536325146,Highly_Active,10
1337,54.86000605,98.77628474,8196.119302,6.188868739,Highly Active,4
1878,95.12348223,98.99749752,502.6582551,6.994175947,Sedentary,9
,66.81680741,100,3124.784179,6.537212395,Active,7
1791,72.32526479,100,8993.134822,6.142745776,Actve,3
4993,59.20747694,98.69426497,1384.356306,6.417811276,Actve,2
3264,63.47682463,95.50820974,1526.458115,2.87670853,Actve,10
1763,99.65307299,95.59658918,6963.015193,6.527310833,Actve,7
3235,77.06835233,98.44328703,2336.091396,4.912574161,Active,2
1379,70.54823343,99.7947542,2738.351564,7.045213519,Seddentary,1
1492,70.46467123,99.91706621,5178.966242,6.700942654,Highly Active,4
4112,75.02968227,97.13166932,9720.336712,7.622609474,Seddentary,2
2180,85.83686606,93.79926729,4828.115252,7.637279094,Highly Active,10
3062,77.90757806,,15672.46775,9.079469572,Sedentary,10
4884,78.22792335,,789.3659221,3.525299013,Seddentary,3
1064,61.15240627,98.67071423,9821.213818,6.310912759,Active,6
4928,70.59301387,97.47398146,,3.439287691,Highly_Active,6
4910,77.34780702,97.40257094,11875.90286,7.236044874,Sedentary,9
3568,74.53213746,98.95516142,2662.709686,6.249454675,Sedentary,7
2367,68.76188374,97.28039806,4605.831296,5.793858377,Actve,4
2152,67.38743157,100,12144.91746,6.900527748,Actve,4
3027,81.53346713,97.61892653,12477.43599,4.920716933,Actve,10
3695,81.90295748,94.54069655,3301.127469,ERROR,Highly Active,4
2495,89.84118985,92.90617323,12089.51402,6.133375126,Actve,7
4134,77.93675733,99.06763734,8028.703241,6.614799905,Seddentary,5
2162,43.85677975,99.26840702,3686.664098,6.307210944,Sedentary,9
2522,110.3743641,99.23093185,24477.52161,7.883614776,Seddentary,9
3640,74.86797764,95.37734529,219.671293,4.696693032,Highly Active,6
1391,68.84966038,96.22980353,3376.380229,7.742313111,Highly Active,7
2698,74.12758955,100,2566.598645,5.722153,Actve,10
1418,69.05858943,97.63093798,19215.95329,5.735250032,Sedentary,2
3336,62.71943845,96.76113261,733.2722928,7.81908946,Highly Active,9
1378,84.21830058,100,6922.490068,6.097695927,Active,10
2796,72.77180577,95.94128721,8826.963925,7.420672731,Sedentary,8
4561,73.65840764,97.16845087,1424.894925,7.448680585,Highly Active,5
3278,40,100,1137.200283,5.976296083,Highly_Active,8
4065,71.6026767,100,343.0916222,6.84940987,Highly Active,4
3088,58.85087469,100,1211.106651,5.774156109,Seddentary,7
4099,,99.47846125,11559.66361,6.470651489,Highly_Active,7
3182,78.54420141,100,20171.34807,7.210528171,Actve,5
1200,65.79732762,99.88366106,16218.36728,5.064869419,Highly_Active,2
3996,67.86687622,98.66197386,3182.272721,7.160439835,Active,9
1779,76.44865773,98.02350292,9059.210517,ERROR,Highly_Active,8
3977,67.40229906,97.39335208,12283.01304,4.266500726,Seddentary,4
4104,59.17030455,95.51981294,11717.29329,5.380883658,Actve,6
4119,49.1774153,93.57159171,453.1507141,5.462778123,Sedentary,3
1502,80.04863676,99.90685986,1692.988499,5.833417506,Active,4
3454,67.25243108,97.79977973,19571.85333,5.066163249,Highly Active,3
4645,50.01718424,96.28539145,9426.989695,7.908739343,Active,9
,93.68493814,100,12585.24867,,Highly_Active,10
1804,80.07038246,100,5052.601965,5.318184084,Sedentary,8
3146,57.18074207,97.68595397,3495.231803,4.768744988,Highly Active,4
3731,64.43045706,99.13879466,7373.270812,6.479991628,Active,1
2895,90.69617951,97.94600557,4481.980272,,Seddentary,7
3773,,97.27196315,3276.174778,9.731299823,Active,4
2570,68.72444586,100,2992.63917,5.488131501,Highly Active,4
1960,86.26012732,98.53932811,1203.053689,3.087560382,Seddentary,3
4810,72.48274673,95.5015667,5276.423808,4.268778058,nan,7
3660,93.4450549,98.72611217,5135.547073,3.826311757,Seddentary,2
2485,68.80949637,99.26894454,6254.337835,7.125259328,Sedentary,
3690,66.44446028,100,864.8587642,6.64629172,Active,7
4840,75.24887879,98.58092619,17249.38964,6.825785787,Sedentary,1
2028,89.47016188,98.11660153,9485.092745,8.188895687,Actve,3
4289,78.74269724,99.02819961,982.5958999,8.943408351,Seddentary,10
1502,76.55317711,95.89435394,578.6813095,7.764433703,Highly_Active,10
3814,62.88920216,100,7208.581212,7.602789939,Highly_Active,2
1397,60.68525638,100,2924.564214,4.28891258,Highly Active,4
1870,89.48663606,,2689.849911,5.737108446,Seddentary,6
3842,91.06263529,98.63372872,12827.67918,8.577232387,Highly Active,4
1392,90.57892674,95.24520065,2963.370847,5.675509494,Highly_Active,3
1206,86.86575833,98.05698059,7001.169618,8.15833155,Actve,2
2038,81.6977515,98.99750866,5391.324189,6.685071149,Active,4
2881,81.46814335,95.94900071,2135.861915,7.6747789,Actve,2
4625,77.00389865,96.90902722,2820.499045,5.192240973,Highly Active,6
3939,83.43108251,97.03001617,20076.65648,7.644700901,Sedentary,10
2484,74.37464052,96.74960885,2817.701133,5.540783779,Seddentary,5
4762,,100,10727.44929,6.845818263,Highly_Active,4
4646,88.76339716,97.66975401,13826.85679,6.456353841,Highly Active,3
1863,56.13355562,100,515.8120846,8.288057155,Sedentary,3
3790,91.44470868,97.02664038,7615.898183,7.748108943,nan,2
4312,74.13282596,97.30910421,9683.386786,3.851434095,Highly Active,7
1563,96.87299788,98.0928233,3984.39659,5.284399795,Actve,9
2020,94.05699291,98.41265918,5896.811977,5.546161547,Seddentary,1
1095,59.53872049,95.8969506,1235.538705,7.53760919,Seddentary,9
2923,,98.71063746,,5.756958709,Highly_Active,8
2757,47.01249601,95.77689365,8609.031145,4.865952173,Sedentary,10
3532,69.20884528,100,6459.176949,4.453028954,Highly_Active,1
4478,80.33609411,96.93440683,1026.403507,7.591030383,Highly_Active,1
3278,87.70431463,99.72999703,30988.40542,3.389697303,Sedentary,6
3796,76.03854179,96.8781561,19440.57801,8.082705695,Seddentary,7
2678,81.64139371,100,1776.277368,4.569632159,Active,9
4242,64.46343898,97.05209742,14562.84559,5.828423437,Seddentary,10
1540,74.71471036,97.89234394,2175.884033,4.747244646,Highly Active,6
2059,66.14762391,97.5160435,5806.604228,5.121265138,Highly_Active,5
3572,79.23837661,97.40902247,10664.45943,6.164875694,Actve,2
2183,95.84591824,95.06386213,2952.017286,,Seddentary,7
4910,74.14594933,96.54644483,5670.085911,4.18048163,Highly_Active,1
2722,54.43357221,98.70185093,4189.36092,5.891945395,Highly Active,4
4314,77.94414386,99.09420676,9995.609871,6.654850176,Highly Active,5
4157,85.5815362,95.7251348,4559.680891,7.201927707,Highly Active,6
2819,61.22960337,96.69180138,5857.687403,3.436372302,Actve,1
3625,93.62761733,97.84183559,13075.54291,5.781740937,Highly Active,9
3729,66.05490978,98.16278419,8396.276639,3.419573117,Highly_Active,9
3604,63.59647175,98.76671182,5248.071249,5.737647904,Actve,4
2597,48.29069569,100,4330.065941,5.854305801,Sedentary,1
4060,79.03199139,98.67265783,948.8592351,7.443713845,Sedentary,8
3693,102.2398728,95.99049154,406.1218824,7.960138195,Highly_Active,8
1795,80.50125063,99.38964934,21369.88629,4.967314686,Seddentary,7
2051,63.98725255,99.96330382,1445.094035,6.941393559,Highly_Active,10
2643,82.69826021,94.83913327,2269.180395,7.482516326,Actve,3
4627,87.0052973,98.93961836,6608.305535,5.379426201,Sedentary,2
2363,92.40997848,100,12318.80317,7.659508234,Highly Active,7
4869,56.47534254,96.70362931,12534.28353,6.703951063,Sedentary,10
2981,98.29589655,99.39471153,12389.19483,6.0898154,Active,7
2354,78.20169114,96.59973265,26745.04836,6.712643346,Highly Active,5
2663,101.2979184,97.40637863,401.2021522,4.129697324,Actve,9
2529,77.33382321,96.23824719,3574.00857,6.710695887,Active,7
3038,83.65144555,99.24567737,17140.38048,5.231294951,Sedentary,8
4419,60.77058107,99.53060893,4409.075019,6.543242308,Actve,6
2496,89.77260997,98.83911861,14351.7145,5.891270362,Sedentary,1
4302,58.84630534,99.18875078,124.6992967,6.93258832,Highly Active,9
3237,79.03167963,99.44856182,4913.448381,8.287804055,Sedentary,7
4296,68.54190336,100,17898.02675,6.690708384,Highly_Active,10
2408,73.6784268,96.84998229,2119.881587,8.000678574,Sedentary,8
2400,91.2783716,92.93868316,18580.73437,4.965617825,Actve,2
2306,69.67466235,97.18215971,59.59396646,8.650519802,Seddentary,7
3680,91.58512482,97.19876802,575.515977,4.980903312,Highly Active,10
,68.89554829,99.64263605,4534.869789,4.619842454,Sedentary,3
1972,76.96358985,,787.3194835,6.087754846,Actve,3
2768,107.2472553,98.53953865,1789.642936,5.833310183,Highly Active,4
2282,76.82582986,100,2472.018472,4.127010373,Seddentary,10
4430,73.86205361,98.02698223,4597.652884,4.808233904,Active,9
1709,77.09921087,,3465.970911,1.10861369,Highly Active,9
2479,70.04625717,96.58308974,17870.58734,4.473170088,Highly_Active,5
2434,,99.44049922,15201.79814,5.510239588,Active,10
1648,105.8872229,97.82079124,9650.252815,8.734771439,Active,10
1317,68.90513658,96.866424,7537.44144,7.56956006,Highly_Active,3
4748,52.16283522,98.11613797,1600.092568,6.985249958,Highly_Active,6
4296,72.66890386,99.67920983,6446.067826,9.747931492,Highly Active,5
4890,80.3530997,97.78038196,1113.485231,3.811371254,Highly_Active,6
2257,71.88306594,97.66808373,4219.551787,6.398450545,Actve,4
1683,74.26883853,97.90548256,4333.083235,9.553163552,Seddentary,
1663,72.54145635,98.54160099,8191.734565,ERROR,Active,1
2998,81.38305189,98.41414914,12618.04692,5.258330128,Actve,8
4898,87.28466787,98.39044954,2704.809696,7.726007179,Highly_Active,5
4445,72.11303995,95.56106114,294.3727374,5.664921452,Sedentary,9
4743,113.8446952,97.7070456,336.7650038,8.38895036,Seddentary,10
2631,,100,14546.25785,7.747236286,Highly_Active,3
2495,74.91815067,99.15525685,4663.163288,6.21426402,Highly Active,6
4304,55.22348053,100,1995.249816,7.970859236,Highly Active,3
4763,76.7140899,98.82701177,229.736091,6.146678395,Highly_Active,7
2136,87.20828473,98.43586377,5266.778764,6.699068563,Highly_Active,1
2853,87.3232526,100,1032.15294,7.377864554,Sedentary,6
2520,,97.1157274,3777.313656,5.91569475,Seddentary,4
3489,76.73042364,97.00411027,5080.816674,8.765432869,Active,2
1563,67.79119956,100,1822.287356,6.604977936,Sedentary,6
2291,97.45794253,99.8096494,1551.834305,6.934471743,Seddentary,1
4581,76.85518907,97.43613245,140.0481618,4.525414274,Highly Active,4
4878,40.73686036,96.73191999,6165.127155,5.533187095,Active,1
4457,80.52490498,95.93703253,1565.866521,6.74432613,Highly_Active,8
4458,45.75178136,97.36307445,14739.25947,7.80310286,Highly Active,3
4184,81.75173761,99.84518679,6480.43871,8.619396256,Highly_Active,2
2636,113.8079736,93.65403511,5690.050291,4.908980148,Active,8
4696,95.40519233,100,4917.924746,5.260072629,Seddentary,6
3999,,99.41590267,1697.266505,4.655226324,Sedentary,7
4152,65.10809432,95.93512571,24409.67651,7.240419187,Active,Very High
1698,94.11247921,98.11743077,23888.20729,8.619994048,Seddentary,5
3160,84.538356,96.98896337,2712.748124,6.263040229,Sedentary,1
2781,70.99739187,96.19289561,10479.52485,6.587561613,Highly_Active,8
1641,66.91860562,98.58284666,888.8389636,6.698795541,Highly Active,5
3267,61.39891555,99.07805971,10615.74129,5.796394799,Actve,6
2589,80.62025927,99.53886826,2361.361218,4.668037559,Seddentary,2
1854,68.74855084,94.4264188,2388.904024,8.089944186,Sedentary,6
2759,77.51771754,97.11399888,4954.036229,6.731379785,Seddentary,6
4296,88.91651837,99.2430165,3486.851192,5.67772909,Seddentary,9
3432,68.37437444,99.94165204,877.602554,11.00769021,Actve,7
4474,84.67649664,98.50499378,6293.921563,6.495746917,Actve,8
2661,93.33493808,100,1684.196753,3.931969639,Actve,3
2153,80.92770929,98.3917339,4114.951913,7.482213295,Actve,4
2076,85.49349922,99.0562241,1838.747474,3.737687305,Highly_Active,10
2707,81.03959247,96.32947014,13643.08152,7.199017778,Highly_Active,8
3777,75.24393052,99.45274149,2887.657281,7.15919676,Highly Active,10
2695,87.55707507,95.38846794,15293.04355,8.569830221,Actve,10
2733,99.13821217,95.95240549,2762.686197,4.996536701,Actve,3
2439,87.82487111,96.46482389,1384.8646,6.059506322,Sedentary,8
3294,,100,6016.638207,6.396388806,Active,3
1835,72.48805973,97.2853957,5669.93458,7.798633988,Sedentary,8
4510,73.04915795,98.89500783,6753.103318,7.151364486,Highly Active,2
1202,89.21141358,99.123188,2518.153359,7.278189135,Highly Active,1
4255,67.10640488,99.06016891,2699.317389,8.328238982,Actve,3
1122,59.63442204,95.97640652,1897.427567,6.166775541,Actve,8
1400,82.03385094,98.7358029,18456.71629,8.694089344,Seddentary,6
1766,75.32464442,96.06040155,8040.997068,6.367496384,Seddentary,4
,97.21974773,94.71327355,9881.450279,7.843191657,Sedentary,2
3327,41.15035431,100,1511.117748,5.756729165,Sedentary,
4908,78.12127296,97.50413938,7584.237507,7.392546637,Highly Active,5
3931,68.94409001,97.60510069,10067.9583,8.23722671,Seddentary,5
4681,87.1541868,100,2934.706319,4.876891513,Highly_Active,1
1197,70.80010397,99.68220961,1201.271796,7.916524723,Seddentary,7
4029,66.35924309,96.85574285,8358.255489,ERROR,Actve,3
2930,89.03820109,98.71957581,6611.815943,9.55759334,Active,7
4582,94.18479623,99.17992269,5999.853095,6.104159987,Highly Active,9
3799,73.53478955,95.53420518,1411.101325,6.940241345,Seddentary,5
3191,73.82250892,96.66416803,2131.349262,6.265889797,Seddentary,5
1608,94.05870908,97.51540346,6863.649648,7.494262113,Active,1
4272,92.38263235,98.23302267,6655.925677,3.225199456,Actve,10
2147,90.47138531,100,5663.408412,4.384430887,Sedentary,7
1186,68.95903682,96.8211809,10231.33162,7.50284755,Sedentary,
4397,65.12297022,100,11798.83729,6.53978102,Actve,10
3511,99.54965587,99.14228253,2265.719894,3.494812375,Highly_Active,10
4420,84.14566133,94.97949183,1200.565084,5.54890258,Actve,2
2794,63.8778273,98.84607647,1572.230435,ERROR,Active,1
1659,73.40463004,100,2312.264453,5.772357728,Active,8
3811,76.27458092,97.8094232,20661.81649,7.897333595,Actve,3
4002,73.41531179,96.72869879,1032.699193,8.384540664,Highly Active,3
2955,70.61612962,97.06624287,14769.96868,3.143186364,Highly Active,2
3450,93.45902669,99.18486278,1591.620187,6.320777494,Highly Active,7
2369,200.4916422,95.44177304,2998.761919,6.670622263,Highly Active,9
2986,108.7996791,100,941.7045392,4.277555906,Active,4
2534,94.28075785,100,763.708587,8.379675283,Seddentary,4
1146,77.04467381,99.60607911,699.8488453,7.056475236,Highly_Active,6
4219,96.25660636,95.90760825,2937.930568,7.775770079,Actve,4
3911,80.29239897,100,5191.835334,5.831313191,Seddentary,7
2734,111.2743773,100,1569.074403,5.331613057,Sedentary,6
2843,70.27584734,100,18887.48557,5.645862299,Sedentary,9
1488,81.79567376,98.913122,6180.309544,6.334952825,Highly Active,5
3976,65.98943797,98.33421776,15143.70477,5.861739393,Highly_Active,4
2959,69.2840587,98.8505227,1127.911595,7.858334595,Highly Active,3
2663,69.87908439,99.27694967,1084.261681,10.49906566,Active,10
3598,93.54355059,100,13129.91635,7.373841466,Seddentary,8
3385,78.12047995,95.603535,5875.005717,3.579133029,Sedentary,8
3919,,98.78959953,19530.91284,6.732608227,Highly Active,10
1640,76.40488316,99.35001383,1112.123708,4.71830161,Seddentary,3
2802,60.39173721,100,184.5370456,5.888491188,Highly_Active,10
3520,68.3899624,97.73328967,17385.43834,6.446570006,Highly_Active,
2969,92.25936015,98.50752123,8400.727874,6.111287725,Active,1
3198,54.84812328,98.10351337,11521.5533,4.947428894,Highly Active,9
2438,,98.93881438,2456.977801,7.282909256,Highly Active,7
4369,50.09293005,97.20898096,21.49791406,3.5091681,Seddentary,4
2634,69.188661,99.64330064,4616.360225,7.079535527,Highly Active,2
1262,49.65589769,99.13075937,32242.78546,5.146944415,Highly_Active,3
2787,50.91424233,95.44323869,16666.65858,6.918047558,Highly Active,7
3191,71.55301239,96.00168638,523.2366954,4.482970947,Seddentary,1
3393,79.7056587,97.97689941,1455.91982,6.84723756,Active,4
1623,61.33311715,100,2609.913794,8.565970111,Active,7
2016,80.41658037,97.77763856,12420.20668,5.607966855,Actve,9
4643,76.66007414,96.29430789,12189.37172,5.57506839,Sedentary,4
1880,83.10228109,96.91504309,1432.008835,7.148749207,Seddentary,7
3049,59.39007842,99.3435542,5331.182552,,Highly Active,4
3944,104.7593068,100,4877.203596,4.427398757,Highly Active,2
2327,57.90978039,97.0366413,3744.39986,8.161440688,Highly Active,2
3301,65.61885848,98.71138454,5373.895171,7.713423427,Sedentary,7
4723,82.72461738,97.23921647,2424.982148,8.423136081,Sedentary,4
1452,76.76712101,99.58487073,5308.268983,7.318852228,Active,6
4108,87.70378338,,8099.806725,9.331715368,Seddentary,6
2183,70.35128977,99.86570336,451.7941188,3.69108528,Highly_Active,2
4062,56.59801521,93.03387042,23943.92449,8.785870623,Active,9
3056,52.12409294,99.56200996,1264.810483,5.915117938,Sedentary,10
4304,101.6941736,97.76542782,3127.27711,5.684046531,Seddentary,4
4170,70.45511439,,4452.438735,5.428321542,Seddentary,Very High
2682,72.48907079,98.0333218,292.9358568,7.264025749,Active,8
3863,102.0208712,95.66511323,5564.117587,7.700364894,Actve,4
3255,67.61860555,98.42718268,14280.13339,5.800485042,Actve,8
,75.36362659,99.6339564,16189.73237,6.91036704,Sedentary,1
1403,59.51176447,98.53270832,2763.666657,10.64576491,Actve,8
3199,55.31535792,95.12019112,5727.745135,5.495182715,Actve,6
3101,103.3466533,98.44639591,10497.72879,5.908282126,Highly Active,10
4191,103.5545141,99.03560474,2040.385001,8.629838482,Actve,3
2696,90.3156856,97.18740382,5262.445099,4.136731249,Highly Active,3
4991,89.81269576,92.00399928,3197.915998,6.867673807,nan,7
1627,86.31552633,97.02832286,3325.67558,2.876901606,Seddentary,8
1586,63.91053845,,692.0745058,4.430748229,Actve,9
2648,79.36093123,97.80240841,3656.623491,4.714884186,Highly Active,2
2443,219.1991782,95.49718074,1227.804688,5.185244687,Highly_Active,9
2445,40,95.41811668,2509.436868,4.629202756,Actve,8
1103,91.78904511,99.54782321,2806.280478,6.801474639,Actve,10
4923,83.31975088,98.32612291,3942.204059,8.599766767,nan,6
1253,55.24171088,98.98554007,17415.13145,9.558589807,Sedentary,5
4298,69.59568617,96.85882438,6978.655159,4.955869911,Seddentary,2
4183,90.78285582,97.04016907,25673.12473,7.592640751,Sedentary,5
3557,76.97910361,96.7234914,6252.319131,8.31275659,Sedentary,4
2496,49.51831038,,11460.90347,6.681383531,Actve,6
1098,56.80218245,97.0785367,12576.76248,7.562736843,Highly Active,1
3200,232.9449069,96.01149176,9402.74614,7.190062874,Highly_Active,9
2884,75.98790385,96.57743115,7758.83499,7.187799115,Seddentary,Very High
3961,90.87774886,98.38972635,3787.971458,5.395046108,Highly_Active,2
2919,102.5750775,95.99950081,5863.588522,3.509101481,Seddentary,6
1877,68.11716588,98.65398754,1507.240537,5.97696456,Highly_Active,2
1337,80.28077266,94.86021374,6740.863851,5.349693385,Sedentary,4
4777,45.50041601,98.60717119,5055.098783,6.083184687,Actve,9
3869,65.89410773,97.84871155,11419.11026,7.942176838,Actve,10
4234,83.63623827,98.64442796,16298.45302,8.653512957,Highly Active,6
4791,72.11872146,98.64609494,997.3555605,6.726097063,Highly Active,8
1956,81.77820362,95.954598,8218.80969,4.723974793,Seddentary,2
2704,,98.1125605,20976.61205,5.916057635,Seddentary,8
1160,83.40389792,95.74072671,17497.08719,5.341429479,Highly Active,6
2603,79.96234088,97.17770201,12588.36996,6.685939323,Highly Active,1
